30102;59010444
05001;4402005
21702;83527632
30209;15722056
30102;G4V515001781
30102;135457
30204;15493548
30101;031680423
30204;15732185
30102;168480130121
21702;710976030
05001;4405246
30101;027840024
30102;168480042982
30104;59010807
30102;42460000000955
30102;205553
30102;168480115790
30204;15732186
21702;90692129
30102;G4V515001933
30102;168480126654
30209;15722055
30102;168480116926
21702;711103737
21702;710994013
30204;15703832
05001;4439684
21702;710945456
30102;168480132150
30102;03VL17099639
21702;710877756
05001;4412127
05001;4405127
21702;711117098
30204;15732857
30102;202361
30102;134808
30102;202278
30102;168480127922
30101;15708021
30102;117120456127
05001;4405049
30204;15705298
30102;168480127615
30204;15734564
21702;3002508
05001;4412580
30102;047595250
05001;4405267
05001;4405191
05001;4405660
05001;4404977
30205;015726047
30102;168480125287
30102;G4V296006945
30102;G4V515001992
30102;047810023
30103;168480136725
30101;15494807
05001;4404976
30102;G4V515001991
21702;1003649
30102;168480136945
30204;15732184
05001;4405112
30102;168480127896
05001;4407402
05001;4404960
30102;168480129127
30204;15726280
30102;58700126
30102;G4V515001965
30102;G4V515002109
30102;600110063510
21702;711190385
30205;G4V515002073
30102;168480126160
30102;168480126132
30204;390514
05001;4404945
05001;4405206
30102;049166960
21702;711239398
30102;168480127946
05001;4405331
05001;4405298
21702;83006565
30102;G4V515002074
30102;168480132024
05001;4411966
30205;15930172
30104;59010848
30204;015726611
30204;15930164
21702;711275742
30102;67748224
30102;168480129128
30204;15714938
30102;134391
21702;5000108
30102;58677647
05001;4405097
21702;83885119
30204;15930572
30102;600110108384
30204;15931109
